order_id,transaction_type,processing_time(day),delivery_estimate(day),late_delivery_risk,delivery_status,order_status,shipping_mode
50553,Transfer,4,2,1,Late Delivery,Pending,Second Class
50554,Transfer,5,2,1,Late Delivery,Processing,Second Class
50555,Transfer,6,2,1,Late Delivery,Processing,Second Class
50556,Cash,2,2,0,Shipping On Time,Closed,Second Class
50557,Debit,3,2,1,Late Delivery,Complete,Second Class
50558,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50559,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
50560,Debit,6,4,1,Late Delivery,Complete,Standard Class
50561,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
50562,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
50563,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50564,Debit,5,4,1,Late Delivery,Complete,Standard Class
50565,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
50566,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
50567,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
50568,Cash,4,4,0,Shipping On Time,Closed,Standard Class
50569,Transfer,5,4,1,Late Delivery,Processing,Standard Class
50570,Cash,0,0,0,Shipping On Time,Closed,Same Day
50571,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
50572,Debit,3,4,0,Advance Shipping,Complete,Standard Class
50574,Transfer,5,4,1,Late Delivery,Pending,Standard Class
50575,Debit,6,4,1,Late Delivery,Complete,Standard Class
50576,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
50577,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
50578,Payment,4,2,1,Late Delivery,Pending Payment,Second Class
50579,Debit,5,4,1,Late Delivery,Complete,Standard Class
50580,Cash,6,4,1,Late Delivery,Closed,Standard Class
50581,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
50582,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
50583,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
50584,Debit,5,4,1,Late Delivery,Complete,Standard Class
50585,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
50586,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50587,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
50588,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50589,Debit,5,4,1,Late Delivery,Complete,Standard Class
50590,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
50591,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50592,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
50594,Debit,1,0,1,Late Delivery,Complete,Same Day
50595,Transfer,1,0,1,Late Delivery,Pending,Same Day
50596,Transfer,2,2,0,Shipping On Time,Pending,Second Class
50597,Transfer,3,2,1,Late Delivery,Processing,Second Class
50598,Debit,4,2,1,Late Delivery,Complete,Second Class
50599,Transfer,2,1,1,Late Delivery,Pending,First Class
50600,Debit,2,1,1,Late Delivery,Complete,First Class
50601,Transfer,2,1,1,Late Delivery,Processing,First Class
50602,Cash,2,1,1,Late Delivery,Closed,First Class
50603,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
50604,Transfer,5,4,1,Late Delivery,Processing,Standard Class
50605,Transfer,6,4,0,Shipping Canceled,Canceled,Standard Class
50606,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50607,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
50608,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50609,Debit,5,4,1,Late Delivery,Complete,Standard Class
50610,Debit,6,4,1,Late Delivery,Complete,Standard Class
50611,Cash,1,0,1,Late Delivery,Closed,Same Day
50615,Debit,6,4,1,Late Delivery,Complete,Standard Class
50616,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
50617,Debit,3,4,0,Advance Shipping,Complete,Standard Class
50620,Transfer,6,4,1,Late Delivery,Processing,Standard Class
50621,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50622,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
50623,Cash,4,2,1,Late Delivery,Closed,Second Class
50624,Cash,5,2,1,Late Delivery,Closed,Second Class
50625,Payment,2,1,1,Late Delivery,Pending Payment,First Class
50627,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
50628,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50629,Cash,5,4,1,Late Delivery,Closed,Standard Class
50630,Debit,6,4,1,Late Delivery,Complete,Standard Class
50631,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
50633,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
50638,Transfer,2,1,1,Late Delivery,Pending,First Class
50639,Transfer,5,2,1,Late Delivery,Pending,Second Class
50640,Debit,6,4,1,Late Delivery,Complete,Standard Class
50643,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
50644,Debit,5,4,1,Late Delivery,On Hold,Standard Class
50645,Cash,6,4,1,Late Delivery,Closed,Standard Class
50646,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
50647,Debit,3,2,1,Late Delivery,Complete,Second Class
50648,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50649,Debit,5,4,1,Late Delivery,Complete,Standard Class
50650,Debit,2,1,1,Late Delivery,Complete,First Class
50652,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
50653,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50654,Payment,0,0,0,Shipping On Time,Pending Payment,Same Day
50656,Debit,2,1,1,Late Delivery,On Hold,First Class
50657,Debit,2,1,1,Late Delivery,Complete,First Class
50658,Payment,2,1,1,Late Delivery,Pending Payment,First Class
50659,Transfer,2,1,0,Shipping Canceled,Suspected Fraud,First Class
50660,Transfer,2,1,1,Late Delivery,Processing,First Class
50661,Debit,2,1,1,Late Delivery,Complete,First Class
50662,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
50663,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
50664,Debit,2,1,1,Late Delivery,Complete,First Class
50665,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
50666,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
50667,Debit,3,4,0,Advance Shipping,Complete,Standard Class
50668,Cash,2,1,1,Late Delivery,Closed,First Class
50669,Debit,5,4,1,Late Delivery,Complete,Standard Class
50670,Debit,6,4,1,Late Delivery,Complete,Standard Class
50671,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
50672,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
50674,Cash,5,4,1,Late Delivery,Closed,Standard Class
50675,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
50676,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50677,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
50678,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
50679,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
50680,Transfer,2,1,1,Late Delivery,Processing,First Class
50681,Cash,2,1,1,Late Delivery,Closed,First Class
50682,Debit,2,1,1,Late Delivery,Complete,First Class
50684,Transfer,5,4,1,Late Delivery,Processing,Standard Class
50685,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
50686,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
50687,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
50688,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
50689,Debit,5,4,1,Late Delivery,Complete,Standard Class
50690,Debit,6,2,1,Late Delivery,On Hold,Second Class
50691,Transfer,2,2,0,Shipping On Time,Processing,Second Class
50692,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
50694,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
50696,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
50697,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
50698,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50699,Transfer,5,4,1,Late Delivery,Pending,Standard Class
50701,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
50703,Cash,4,2,1,Late Delivery,Closed,Second Class
50704,Debit,5,4,1,Late Delivery,Complete,Standard Class
50705,Debit,6,4,1,Late Delivery,Complete,Standard Class
50706,Cash,2,4,0,Advance Shipping,Closed,Standard Class
50707,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
50708,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
50710,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
50711,Cash,2,4,0,Advance Shipping,Closed,Standard Class
50714,Payment,0,0,0,Shipping On Time,Pending Payment,Same Day
50715,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
50716,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50717,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
50718,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
50719,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
50720,Transfer,6,4,1,Late Delivery,Pending,Standard Class
50721,Cash,0,0,0,Shipping On Time,Closed,Same Day
50722,Payment,0,0,0,Shipping On Time,Pending Payment,Same Day
50723,Transfer,2,1,1,Late Delivery,Processing,First Class
50724,Transfer,2,1,0,Shipping Canceled,Suspected Fraud,First Class
50726,Payment,2,1,1,Late Delivery,Pending Payment,First Class
50727,Debit,2,1,1,Late Delivery,Complete,First Class
50728,Cash,2,1,1,Late Delivery,Closed,First Class
50729,Payment,2,1,1,Late Delivery,Pending Payment,First Class
50730,Transfer,2,1,0,Shipping Canceled,Suspected Fraud,First Class
50731,Transfer,2,1,1,Late Delivery,Processing,First Class
50732,Payment,2,1,1,Late Delivery,Pending Payment,First Class
50734,Transfer,5,4,1,Late Delivery,Processing,Standard Class
50737,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
50738,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50739,Debit,5,4,1,Late Delivery,Complete,Standard Class
50740,Transfer,6,4,0,Shipping Canceled,Suspected Fraud,Standard Class
50741,Debit,2,4,0,Advance Shipping,On Hold,Standard Class
50742,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
50743,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
50744,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
50745,Transfer,6,2,1,Late Delivery,Pending,Second Class
50747,Cash,3,2,1,Late Delivery,Closed,Second Class
50748,Transfer,4,2,1,Late Delivery,Pending,Second Class
50749,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
50753,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
50754,Debit,5,4,1,Late Delivery,Complete,Standard Class
50755,Debit,6,4,1,Late Delivery,On Hold,Standard Class
50756,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50758,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
50759,Debit,5,4,1,Late Delivery,Complete,Standard Class
50760,Cash,6,4,1,Late Delivery,Closed,Standard Class
50761,Transfer,2,2,0,Shipping On Time,Processing,Second Class
50762,Debit,3,2,1,Late Delivery,Complete,Second Class
50763,Cash,4,2,1,Late Delivery,Closed,Second Class
50764,Transfer,5,2,1,Late Delivery,Processing,Second Class
50765,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
50766,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
50767,Debit,3,2,1,Late Delivery,On Hold,Second Class
50769,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
50770,Debit,6,4,1,Late Delivery,Complete,Standard Class
50771,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
50772,Debit,3,4,0,Advance Shipping,Complete,Standard Class
50773,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50774,Transfer,5,4,1,Late Delivery,Processing,Standard Class
50775,Transfer,6,4,1,Late Delivery,Pending,Standard Class
50776,Payment,2,4,0,Advance Shipping,Payment Review,Standard Class
50777,Debit,3,4,0,Advance Shipping,Complete,Standard Class
50778,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
50779,Transfer,5,4,1,Late Delivery,Pending,Standard Class
50780,Transfer,6,4,1,Late Delivery,Processing,Standard Class
50781,Payment,2,2,0,Shipping On Time,Pending Payment,Second Class
50782,Cash,3,2,1,Late Delivery,Closed,Second Class
50783,Transfer,4,4,0,Shipping Canceled,Suspected Fraud,Standard Class
50785,Payment,0,0,0,Shipping On Time,Pending Payment,Same Day
50786,Payment,0,0,0,Shipping On Time,Pending Payment,Same Day
50787,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
50788,Transfer,2,1,1,Late Delivery,Pending,First Class
50789,Debit,5,4,1,Late Delivery,Complete,Standard Class
50790,Transfer,6,4,1,Late Delivery,Processing,Standard Class
50792,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
50795,Debit,6,4,1,Late Delivery,On Hold,Standard Class
50796,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
50797,Debit,2,1,1,Late Delivery,Complete,First Class
50798,Debit,2,1,1,Late Delivery,Complete,First Class
50800,Debit,6,4,1,Late Delivery,Complete,Standard Class
50801,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
50802,Debit,3,4,0,Advance Shipping,Complete,Standard Class
50803,Transfer,4,4,0,Shipping Canceled,Suspected Fraud,Standard Class
50804,Transfer,5,4,1,Late Delivery,Processing,Standard Class
50805,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
50806,Debit,2,2,0,Shipping On Time,Complete,Second Class
50807,Debit,3,2,1,Late Delivery,On Hold,Second Class
50808,Debit,4,2,1,Late Delivery,Complete,Second Class
50809,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
50810,Debit,6,2,1,Late Delivery,On Hold,Second Class
50811,Debit,2,2,0,Shipping On Time,Complete,Second Class
50812,Cash,3,2,1,Late Delivery,Closed,Second Class
50813,Debit,4,2,1,Late Delivery,Complete,Second Class
50815,Debit,6,4,1,Late Delivery,Complete,Standard Class
50816,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50817,Debit,3,4,0,Advance Shipping,Complete,Standard Class
50818,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
50819,Debit,5,4,1,Late Delivery,Complete,Standard Class
50820,Debit,6,4,1,Late Delivery,Complete,Standard Class
50822,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
50823,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50826,Debit,2,2,0,Shipping On Time,Complete,Second Class
50827,Transfer,3,2,1,Late Delivery,Pending,Second Class
50828,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
50830,Debit,6,4,1,Late Delivery,Complete,Standard Class
50831,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
50832,Debit,3,4,0,Advance Shipping,Complete,Standard Class
50834,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
50835,Transfer,6,4,1,Late Delivery,Processing,Standard Class
50836,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
50837,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
50838,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
50839,Debit,5,4,1,Late Delivery,Complete,Standard Class
50840,Cash,6,4,1,Late Delivery,Closed,Standard Class
50841,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
50842,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
50843,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
50844,Transfer,5,4,1,Late Delivery,Pending,Standard Class
50845,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
50846,Cash,2,4,0,Advance Shipping,Closed,Standard Class
50847,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
50848,Debit,4,4,0,Shipping On Time,On Hold,Standard Class
50849,Transfer,5,4,0,Shipping Canceled,Canceled,Standard Class
50850,Debit,6,4,1,Late Delivery,Complete,Standard Class
50851,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50852,Transfer,2,1,0,Shipping Canceled,Suspected Fraud,First Class
50853,Debit,2,1,1,Late Delivery,Complete,First Class
50854,Transfer,5,4,0,Shipping Canceled,Suspected Fraud,Standard Class
50855,Transfer,6,4,1,Late Delivery,Pending,Standard Class
50856,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
50858,Cash,4,4,0,Shipping On Time,Closed,Standard Class
50859,Transfer,5,4,1,Late Delivery,Pending,Standard Class
50860,Debit,6,4,1,Late Delivery,Complete,Standard Class
50861,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50862,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
50863,Transfer,2,1,1,Late Delivery,Pending,First Class
50864,Transfer,2,1,1,Late Delivery,Processing,First Class
50865,Debit,2,1,1,Late Delivery,Complete,First Class
50866,Cash,2,1,1,Late Delivery,Closed,First Class
50867,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
50868,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50869,Debit,5,4,1,Late Delivery,On Hold,Standard Class
50870,Debit,6,4,1,Late Delivery,Complete,Standard Class
50871,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
50872,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
50873,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
50874,Transfer,5,4,1,Late Delivery,Pending,Standard Class
50876,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
50877,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
50878,Debit,4,2,1,Late Delivery,Complete,Second Class
50879,Debit,5,2,1,Late Delivery,Complete,Second Class
50880,Debit,6,2,1,Late Delivery,Complete,Second Class
50882,Debit,3,4,0,Advance Shipping,Complete,Standard Class
50883,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
50885,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
50886,Cash,2,4,0,Advance Shipping,Closed,Standard Class
50887,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
50888,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50889,Debit,5,2,1,Late Delivery,Complete,Second Class
50890,Cash,2,1,1,Late Delivery,Closed,First Class
50893,Debit,1,0,1,Late Delivery,Complete,Same Day
50894,Transfer,5,4,1,Late Delivery,Processing,Standard Class
50895,Cash,6,4,1,Late Delivery,Closed,Standard Class
50896,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50897,Transfer,3,4,0,Shipping Canceled,Suspected Fraud,Standard Class
50898,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50899,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
50900,Transfer,6,4,1,Late Delivery,Pending,Standard Class
50901,Transfer,2,2,0,Shipping On Time,Pending,Second Class
50902,Payment,0,0,0,Shipping On Time,Pending Payment,Same Day
50903,Transfer,2,1,1,Late Delivery,Processing,First Class
50905,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
50906,Transfer,2,2,0,Shipping On Time,Processing,Second Class
50907,Payment,3,2,1,Late Delivery,Payment Review,Second Class
50909,Cash,5,2,1,Late Delivery,Closed,Second Class
50910,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
50912,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
50913,Debit,4,4,0,Shipping On Time,On Hold,Standard Class
50914,Cash,5,4,1,Late Delivery,Closed,Standard Class
50915,Transfer,6,4,1,Late Delivery,Pending,Standard Class
50916,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50917,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
50918,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
50920,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
50921,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50923,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
50924,Transfer,5,4,1,Late Delivery,Processing,Standard Class
50925,Debit,6,4,1,Late Delivery,Complete,Standard Class
50926,Debit,2,1,1,Late Delivery,Complete,First Class
50927,Transfer,2,1,1,Late Delivery,Processing,First Class
50929,Transfer,5,2,1,Late Delivery,Processing,Second Class
50930,Cash,6,2,1,Late Delivery,Closed,Second Class
50931,Debit,2,2,0,Shipping On Time,Complete,Second Class
50932,Cash,3,2,1,Late Delivery,Closed,Second Class
50933,Debit,0,0,0,Shipping On Time,Complete,Same Day
50934,Payment,1,0,1,Late Delivery,Pending Payment,Same Day
50936,Debit,2,2,0,Shipping On Time,Complete,Second Class
50937,Cash,3,2,1,Late Delivery,Closed,Second Class
50938,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50939,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
50940,Transfer,6,4,1,Late Delivery,Processing,Standard Class
50941,Debit,2,1,1,Late Delivery,Complete,First Class
50942,Payment,2,1,1,Late Delivery,Pending Payment,First Class
50943,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
50944,Debit,5,2,1,Late Delivery,Complete,Second Class
50945,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
50947,Debit,2,1,1,Late Delivery,Complete,First Class
50948,Debit,2,1,1,Late Delivery,Complete,First Class
50950,Debit,2,1,1,Late Delivery,On Hold,First Class
50951,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50952,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
50953,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50954,Debit,5,4,1,Late Delivery,Complete,Standard Class
50955,Transfer,1,0,0,Shipping Canceled,Suspected Fraud,Same Day
50956,Debit,2,1,1,Late Delivery,On Hold,First Class
50957,Debit,2,1,1,Late Delivery,Complete,First Class
50958,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50959,Debit,2,1,1,Late Delivery,On Hold,First Class
50960,Payment,2,1,1,Late Delivery,Pending Payment,First Class
50962,Debit,2,1,1,Late Delivery,Complete,First Class
50963,Debit,2,1,1,Late Delivery,On Hold,First Class
50964,Transfer,2,1,1,Late Delivery,Processing,First Class
50965,Payment,2,1,1,Late Delivery,Pending Payment,First Class
50966,Transfer,2,2,0,Shipping Canceled,Suspected Fraud,Second Class
50967,Transfer,3,2,1,Late Delivery,Pending,Second Class
50968,Cash,4,2,1,Late Delivery,Closed,Second Class
50969,Cash,5,2,1,Late Delivery,Closed,Second Class
50970,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
50971,Debit,2,2,0,Shipping On Time,Complete,Second Class
50972,Debit,3,2,1,Late Delivery,On Hold,Second Class
50974,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
50975,Cash,6,4,1,Late Delivery,Closed,Standard Class
50976,Debit,2,4,0,Advance Shipping,On Hold,Standard Class
50978,Cash,4,4,0,Shipping On Time,Closed,Standard Class
50979,Transfer,5,4,1,Late Delivery,Processing,Standard Class
50980,Debit,6,4,1,Late Delivery,On Hold,Standard Class
50981,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
50983,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
50985,Cash,6,4,1,Late Delivery,Closed,Standard Class
50986,Payment,2,1,1,Late Delivery,Pending Payment,First Class
50988,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
50989,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
50990,Transfer,6,4,1,Late Delivery,Processing,Standard Class
50991,Debit,2,4,0,Advance Shipping,Complete,Standard Class
50993,Cash,4,4,0,Shipping On Time,Closed,Standard Class
50994,Transfer,5,4,1,Late Delivery,Pending,Standard Class
50995,Transfer,0,0,0,Shipping On Time,Processing,Same Day
50996,Cash,0,0,0,Shipping On Time,Closed,Same Day
50997,Transfer,3,2,0,Shipping Canceled,Canceled,Second Class
50998,Debit,4,4,0,Shipping On Time,Complete,Standard Class
50999,Cash,5,4,1,Late Delivery,Closed,Standard Class
51000,Debit,6,4,1,Late Delivery,Complete,Standard Class
51001,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
51002,Debit,3,4,0,Advance Shipping,Complete,Standard Class
51003,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
51005,Debit,6,4,1,Late Delivery,On Hold,Standard Class
51006,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
51009,Transfer,5,4,1,Late Delivery,Processing,Standard Class
51010,Debit,1,0,1,Late Delivery,Complete,Same Day
51011,Debit,1,0,1,Late Delivery,Complete,Same Day
51012,Debit,3,2,1,Late Delivery,Complete,Second Class
51014,Transfer,5,2,1,Late Delivery,Pending,Second Class
51015,Debit,6,2,1,Late Delivery,On Hold,Second Class
51016,Transfer,2,2,0,Shipping On Time,Processing,Second Class
51017,Debit,3,2,1,Late Delivery,Complete,Second Class
51018,Debit,4,2,1,Late Delivery,Complete,Second Class
51020,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
51022,Payment,1,0,1,Late Delivery,Pending Payment,Same Day
51024,Transfer,1,0,0,Shipping Canceled,Canceled,Same Day
51026,Payment,1,0,1,Late Delivery,Pending Payment,Same Day
51027,Transfer,1,0,1,Late Delivery,Processing,Same Day
51028,Transfer,2,1,1,Late Delivery,Processing,First Class
51029,Transfer,2,1,1,Late Delivery,Pending,First Class
51030,Transfer,2,1,1,Late Delivery,Pending,First Class
51031,Transfer,2,1,1,Late Delivery,Pending,First Class
51032,Debit,3,2,1,Late Delivery,Complete,Second Class
51033,Debit,4,4,0,Shipping On Time,Complete,Standard Class
51035,Transfer,2,1,1,Late Delivery,Processing,First Class
51036,Cash,2,1,1,Late Delivery,Closed,First Class
51037,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
51038,Cash,0,0,0,Shipping On Time,Closed,Same Day
51039,Debit,0,0,0,Shipping On Time,Complete,Same Day
51040,Debit,0,0,0,Shipping On Time,On Hold,Same Day
51041,Debit,2,1,1,Late Delivery,Complete,First Class
51045,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
51046,Debit,2,2,0,Shipping On Time,Complete,Second Class
51047,Transfer,3,2,1,Late Delivery,Processing,Second Class
51048,Debit,4,4,0,Shipping On Time,Complete,Standard Class
51049,Transfer,5,2,1,Late Delivery,Processing,Second Class
51050,Debit,6,2,1,Late Delivery,On Hold,Second Class
51051,Debit,2,2,0,Shipping On Time,Complete,Second Class
51052,Debit,3,2,1,Late Delivery,Complete,Second Class
51053,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
51054,Debit,5,4,1,Late Delivery,Complete,Standard Class
51056,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
51057,Debit,3,4,0,Advance Shipping,Complete,Standard Class
51058,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
51060,Debit,0,0,0,Shipping On Time,Complete,Same Day
51061,Transfer,0,0,0,Shipping On Time,Pending,Same Day
51062,Transfer,3,2,1,Late Delivery,Processing,Second Class
51063,Cash,4,2,1,Late Delivery,Closed,Second Class
51064,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
51066,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
51067,Cash,3,4,0,Advance Shipping,Closed,Standard Class
51068,Debit,4,4,0,Shipping On Time,Complete,Standard Class
51069,Debit,5,4,1,Late Delivery,Complete,Standard Class
51070,Debit,6,4,1,Late Delivery,Complete,Standard Class
51071,Cash,2,4,0,Advance Shipping,Closed,Standard Class
51072,Debit,3,4,0,Advance Shipping,Complete,Standard Class
51073,Debit,1,0,1,Late Delivery,Complete,Same Day
51074,Debit,1,0,1,Late Delivery,Complete,Same Day
51075,Debit,6,4,1,Late Delivery,On Hold,Standard Class
51076,Debit,2,4,0,Advance Shipping,Complete,Standard Class
51077,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
51078,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
51081,Debit,2,2,0,Shipping On Time,Complete,Second Class
51083,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
51084,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
51086,Cash,2,2,0,Shipping On Time,Closed,Second Class
51087,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
51088,Debit,4,2,1,Late Delivery,Complete,Second Class
